project_id,project_name,ministry,sector,budget_allocated_cr,budget_utilized_cr,budget_utilized_pct,start_date,planned_end_date,planned_duration_months,months_elapsed,percent_complete,reporting_delay_days,last_report_gap_days,is_delayed
PRJ-00728,Irrigation canals project 728,Agriculture,Irrigation canals,23.58,24.74,104.9,2024-03-25,2025-11-15,20,30,98.0,7,2,0
PRJ-00729,Optical fibre network project 729,Telecommunications,Optical fibre network,169.68,146.43,86.3,2023-02-20,2027-03-01,49,43,85.9,9,50,0
PRJ-00730,Urban housing project 730,Housing & Urban Affairs,Urban housing,13.39,3.63,27.1,2021-05-28,2024-01-13,32,64,19.8,7,15,1
PRJ-00731,Mineral exploration project 731,Mines,Mineral exploration,164.12,46.61,28.4,2025-03-15,2029-12-19,58,18,34.2,7,3,0
PRJ-00732,Port development project 732,Shipping,Port development,214.18,131.72,61.5,2024-12-02,2027-02-20,27,21,77.6,1,3,0
PRJ-00733,Transmission lines project 733,Power,Transmission lines,59.89,41.5,69.3,2021-09-26,2024-02-13,29,60,64.0,3,1,1
PRJ-00734,Irrigation project 734,Jal Shakti,Irrigation,117.16,28.94,24.7,2021-09-30,2027-11-28,75,60,15.1,7,5,1
PRJ-00735,National highways project 735,Road Transport & Highways,National highways,158.56,78.17,49.3,2024-02-26,2030-11-21,82,31,54.1,4,7,0
PRJ-00736,Solar parks project 736,New & Renewable Energy,Solar parks,126.1,66.45,52.7,2024-02-10,2029-12-10,71,31,45.0,1,36,0
PRJ-00737,Optical fibre network project 737,Telecommunications,Optical fibre network,1487.55,901.46,60.6,2025-06-14,2027-05-05,23,15,59.5,8,13,1
PRJ-00738,Bridges project 738,Road Transport & Highways,Bridges,5.0,3.28,65.7,2024-06-11,2029-07-15,62,27,45.7,5,17,1
PRJ-00739,Airport terminals project 739,Civil Aviation,Airport terminals,14.22,11.75,82.6,2023-03-26,2028-06-27,64,42,73.0,8,2,0
PRJ-00740,Gas pipelines project 740,Petroleum & Natural Gas,Gas pipelines,68.63,37.2,54.2,2021-07-24,2023-04-15,21,62,60.4,0,20,1
PRJ-00741,Metro rail project 741,Railways,Metro rail,66.83,58.21,87.1,2020-09-22,2024-12-30,52,72,98.0,4,9,0
PRJ-00742,Mineral exploration project 742,Mines,Mineral exploration,53.8,11.78,21.9,2025-10-06,2031-06-07,69,11,25.6,15,1,0
PRJ-00743,Coal mining infra project 743,Coal,Coal mining infra,33.28,24.46,73.5,2022-05-14,2028-10-09,78,52,66.3,7,12,0
PRJ-00744,Rural roads project 744,Rural Development,Rural roads,184.11,65.54,35.6,2025-06-17,2032-03-12,82,15,25.4,16,1,0
PRJ-00745,Mineral exploration project 745,Mines,Mineral exploration,14.33,12.65,88.3,2022-11-19,2025-10-04,35,46,98.0,9,20,0
PRJ-00746,Metro rail project 746,Railways,Metro rail,68.7,39.64,57.7,2023-10-02,2029-12-29,76,36,61.0,24,8,0
PRJ-00747,State highways project 747,Road Transport & Highways,State highways,16.06,14.16,88.2,2021-07-08,2023-09-26,27,63,98.0,15,8,0
PRJ-00748,Port development project 748,Shipping,Port development,9.42,2.64,28.0,2025-04-27,2029-06-05,50,16,31.1,12,3,0
PRJ-00749,Thermal power project 749,Power,Thermal power,57.45,12.35,21.5,2025-04-09,2029-08-16,53,17,41.0,1,9,0
PRJ-00750,Irrigation project 750,Jal Shakti,Irrigation,25.12,7.16,28.5,2024-03-28,2030-08-24,78,30,36.6,26,7,0
PRJ-00751,Urban housing project 751,Housing & Urban Affairs,Urban housing,25.51,17.68,69.3,2021-06-08,2023-03-30,22,64,73.5,9,4,1
PRJ-00752,Rural water supply project 752,Jal Shakti,Rural water supply,10.96,4.6,42.0,2025-01-28,2031-10-24,82,19,37.9,10,24,1
PRJ-00753,Rural water supply project 753,Jal Shakti,Rural water supply,371.12,118.39,31.9,2025-06-23,2029-08-01,50,15,33.7,3,8,0
PRJ-00754,Steel plant expansion project 754,Steel,Steel plant expansion,161.46,125.78,77.9,2023-03-10,2025-01-28,23,42,65.1,6,54,1
PRJ-00755,Port development project 755,Shipping,Port development,206.32,129.98,63.0,2022-08-02,2025-04-18,33,50,56.8,0,8,1
PRJ-00756,Solar parks project 756,New & Renewable Energy,Solar parks,23.25,15.34,66.0,2020-11-24,2023-06-12,31,70,50.0,2,0,1
PRJ-00757,Thermal power project 757,Power,Thermal power,162.6,121.95,75.0,2022-06-26,2027-01-01,55,51,80.3,8,1,0
PRJ-00758,Solar parks project 758,New & Renewable Energy,Solar parks,97.98,79.66,81.3,2025-12-12,2027-03-07,15,9,83.7,1,35,0
PRJ-00759,Bridges project 759,Road Transport & Highways,Bridges,309.83,222.77,71.9,2025-12-03,2029-08-14,45,9,62.4,0,1,1
PRJ-00760,Mineral exploration project 760,Mines,Mineral exploration,46.58,8.24,17.7,2024-12-30,2030-05-03,65,20,24.8,2,8,0
PRJ-00761,Steel plant expansion project 761,Steel,Steel plant expansion,85.47,36.5,42.7,2022-08-06,2023-10-30,15,50,47.9,0,0,1
PRJ-00762,Airport terminals project 762,Civil Aviation,Airport terminals,70.67,55.97,79.2,2021-03-12,2027-11-06,81,67,84.1,5,4,0
PRJ-00763,Urban housing project 763,Housing & Urban Affairs,Urban housing,11.68,12.26,105.0,2022-07-31,2026-09-08,50,50,98.0,0,1,0
PRJ-00764,Airport terminals project 764,Civil Aviation,Airport terminals,118.94,55.66,46.8,2024-10-21,2029-12-24,63,23,42.9,8,2,0
PRJ-00765,Urban housing project 765,Housing & Urban Affairs,Urban housing,151.74,69.35,45.7,2023-08-21,2025-05-12,21,37,29.6,1,30,1
PRJ-00766,State highways project 766,Road Transport & Highways,State highways,27.08,1.35,5.0,2025-04-17,2030-11-17,68,17,21.9,23,0,0
PRJ-00767,Gas pipelines project 767,Petroleum & Natural Gas,Gas pipelines,16.72,11.92,71.3,2023-06-19,2029-04-18,71,39,65.3,4,1,0
PRJ-00768,Transmission lines project 768,Power,Transmission lines,11.14,11.2,100.5,2024-04-09,2026-09-26,30,29,94.5,1,5,0
PRJ-00769,Smart city infra project 769,Housing & Urban Affairs,Smart city infra,94.46,99.18,105.0,2021-05-07,2025-08-14,52,65,98.0,1,10,0
PRJ-00770,Rural roads project 770,Rural Development,Rural roads,77.2,81.06,105.0,2020-09-16,2025-11-19,63,73,98.0,1,12,0
PRJ-00771,Metro rail project 771,Railways,Metro rail,579.9,539.31,93.0,2021-11-30,2026-10-05,59,58,98.0,11,15,0
PRJ-00772,Port development project 772,Shipping,Port development,60.49,57.77,95.5,2023-01-11,2025-01-30,25,44,98.0,1,9,0
PRJ-00773,Smart city infra project 773,Housing & Urban Affairs,Smart city infra,490.21,281.38,57.4,2024-10-27,2030-08-27,71,22,45.1,14,47,1
PRJ-00774,Rail track doubling project 774,Railways,Rail track doubling,45.71,31.72,69.4,2024-09-05,2030-05-07,69,24,57.4,8,12,0
PRJ-00775,Irrigation project 775,Jal Shakti,Irrigation,25.49,21.95,86.1,2025-05-22,2027-05-12,24,16,73.6,14,17,0
PRJ-00776,State highways project 776,Road Transport & Highways,State highways,20.24,10.28,50.8,2024-07-20,2029-07-24,61,26,51.5,6,7,0
PRJ-00777,Steel plant expansion project 777,Steel,Steel plant expansion,44.06,34.68,78.7,2023-11-01,2027-05-14,43,35,81.1,24,15,0
PRJ-00778,Thermal power project 778,Power,Thermal power,255.69,268.47,105.0,2021-08-13,2025-12-20,53,62,98.0,4,7,0
PRJ-00779,Solar parks project 779,New & Renewable Energy,Solar parks,9.84,7.46,75.8,2022-02-19,2026-05-29,52,55,98.0,5,13,0
PRJ-00780,Transmission lines project 780,Power,Transmission lines,20.0,21.0,105.0,2021-11-25,2024-07-12,32,58,98.0,21,0,0
PRJ-00781,Airport terminals project 781,Civil Aviation,Airport terminals,85.66,57.82,67.5,2023-04-17,2029-02-14,71,41,61.8,6,7,0
PRJ-00782,Airport terminals project 782,Civil Aviation,Airport terminals,100.13,36.15,36.1,2021-04-01,2025-06-09,51,66,30.9,5,2,1
PRJ-00783,Airport terminals project 783,Civil Aviation,Airport terminals,6.46,3.43,53.1,2026-01-18,2027-12-09,23,8,48.2,2,6,0
PRJ-00784,Refineries project 784,Petroleum & Natural Gas,Refineries,53.24,30.83,57.9,2023-05-06,2029-02-03,70,40,57.7,31,10,0
PRJ-00785,Irrigation project 785,Jal Shakti,Irrigation,5.0,1.7,34.0,2024-12-21,2029-08-27,57,21,41.4,23,3,0
PRJ-00786,State highways project 786,Road Transport & Highways,State highways,5.0,0.56,11.3,2025-11-23,2029-11-02,48,9,23.9,6,21,0
PRJ-00787,Airport terminals project 787,Civil Aviation,Airport terminals,13.37,10.9,81.5,2022-10-30,2028-09-28,72,47,76.1,21,41,0
PRJ-00788,Urban housing project 788,Housing & Urban Affairs,Urban housing,90.22,21.47,23.8,2023-03-03,2024-03-27,13,43,39.9,6,11,1
PRJ-00789,Rail track doubling project 789,Railways,Rail track doubling,550.62,495.01,89.9,2023-10-06,2026-02-22,29,35,98.0,2,16,0
PRJ-00790,Rural water supply project 790,Jal Shakti,Rural water supply,65.43,68.7,105.0,2022-02-06,2026-11-12,58,56,98.0,3,25,0
PRJ-00791,Refineries project 791,Petroleum & Natural Gas,Refineries,103.98,90.25,86.8,2024-02-16,2025-07-10,17,31,98.0,0,8,0
PRJ-00792,Refineries project 792,Petroleum & Natural Gas,Refineries,226.33,0.0,0.0,2025-11-22,2032-10-16,84,9,7.0,4,29,1
PRJ-00793,Optical fibre network project 793,Telecommunications,Optical fibre network,69.46,18.13,26.1,2025-02-01,2029-11-07,58,19,28.3,35,35,0
PRJ-00794,Optical fibre network project 794,Telecommunications,Optical fibre network,24.43,24.16,98.9,2024-07-23,2026-04-14,21,26,98.0,7,9,0
PRJ-00795,Refineries project 795,Petroleum & Natural Gas,Refineries,18.33,17.19,93.8,2023-05-09,2029-01-07,69,40,70.6,1,41,0
PRJ-00796,Optical fibre network project 796,Telecommunications,Optical fibre network,25.63,24.4,95.2,2024-08-11,2026-10-30,27,25,98.0,6,2,0
PRJ-00797,Metro rail project 797,Railways,Metro rail,10.92,5.63,51.6,2020-09-17,2022-09-07,24,73,62.8,0,35,1
PRJ-00798,Refineries project 798,Petroleum & Natural Gas,Refineries,190.24,150.1,78.9,2024-02-01,2028-08-08,55,31,67.0,0,20,0
PRJ-00799,Optical fibre network project 799,Telecommunications,Optical fibre network,92.1,90.72,98.5,2020-11-30,2025-09-05,58,70,98.0,10,9,0
PRJ-00800,Metro rail project 800,Railways,Metro rail,91.9,33.08,36.0,2025-01-23,2031-05-22,77,20,36.1,5,5,0
PRJ-00801,Refineries project 801,Petroleum & Natural Gas,Refineries,587.2,76.34,13.0,2023-05-17,2024-10-08,17,40,17.4,7,40,1
PRJ-00802,State highways project 802,Road Transport & Highways,State highways,43.7,16.13,36.9,2025-12-17,2028-05-05,29,9,30.8,0,1,0
PRJ-00803,Smart city infra project 803,Housing & Urban Affairs,Smart city infra,46.72,42.94,91.9,2021-09-02,2027-08-02,72,61,90.9,0,23,0
PRJ-00804,Port development project 804,Shipping,Port development,43.03,45.18,105.0,2023-08-14,2026-03-01,31,37,98.0,12,3,0
PRJ-00805,Steel plant expansion project 805,Steel,Steel plant expansion,124.38,30.6,24.6,2021-03-03,2027-06-30,77,67,31.2,31,18,1
PRJ-00806,Metro rail project 806,Railways,Metro rail,38.38,20.49,53.4,2024-05-04,2028-08-11,52,28,65.2,14,26,0
PRJ-00807,Thermal power project 807,Power,Thermal power,1285.08,821.17,63.9,2023-12-23,2028-01-31,50,33,64.0,1,9,0
PRJ-00808,Solar parks project 808,New & Renewable Energy,Solar parks,14.62,10.25,70.1,2024-04-17,2030-07-15,76,29,63.6,4,0,0
PRJ-00809,Port development project 809,Shipping,Port development,187.35,34.47,18.4,2023-03-12,2029-04-09,74,42,29.7,3,2,1
PRJ-00810,Solar parks project 810,New & Renewable Energy,Solar parks,14.98,5.32,35.5,2024-07-01,2030-05-31,72,26,24.6,3,6,0
PRJ-00811,National highways project 811,Road Transport & Highways,National highways,56.69,33.84,59.7,2024-02-11,2028-07-19,54,31,64.2,0,30,0
PRJ-00812,Irrigation canals project 812,Agriculture,Irrigation canals,23.96,4.98,20.8,2025-07-25,2030-11-26,65,13,27.0,6,6,0
PRJ-00813,Solar parks project 813,New & Renewable Energy,Solar parks,29.19,27.35,93.7,2024-06-14,2025-09-07,15,27,98.0,1,5,0
PRJ-00814,Steel plant expansion project 814,Steel,Steel plant expansion,117.49,57.22,48.7,2023-07-09,2027-03-20,45,38,50.3,2,10,1
PRJ-00815,Mineral exploration project 815,Mines,Mineral exploration,1474.73,1454.08,98.6,2021-10-15,2025-02-26,41,59,98.0,3,1,0
PRJ-00816,State highways project 816,Road Transport & Highways,State highways,171.0,119.53,69.9,2022-11-27,2028-11-25,73,46,61.8,2,0,0
PRJ-00817,Thermal power project 817,Power,Thermal power,97.34,87.02,89.4,2023-03-29,2028-03-02,60,42,89.3,1,1,0
PRJ-00818,Metro rail project 818,Railways,Metro rail,39.34,36.7,93.3,2021-07-28,2025-02-07,43,62,98.0,6,14,0
PRJ-00819,State highways project 819,Road Transport & Highways,State highways,699.17,502.7,71.9,2022-12-20,2025-02-07,26,45,51.2,4,12,1
PRJ-00820,Transmission lines project 820,Power,Transmission lines,160.68,118.1,73.5,2026-01-27,2031-08-29,68,7,76.6,7,18,1
PRJ-00821,Smart city infra project 821,Housing & Urban Affairs,Smart city infra,235.96,241.15,102.2,2023-10-31,2026-05-18,31,35,98.0,2,1,0
PRJ-00822,Gas pipelines project 822,Petroleum & Natural Gas,Gas pipelines,39.6,3.76,9.5,2022-04-22,2025-06-05,38,53,14.5,1,4,1
PRJ-00823,Gas pipelines project 823,Petroleum & Natural Gas,Gas pipelines,39.01,24.5,62.8,2023-05-14,2029-04-12,72,40,70.6,6,26,0
PRJ-00824,State highways project 824,Road Transport & Highways,State highways,24.67,7.15,29.0,2022-03-22,2024-08-08,29,54,37.7,10,19,1
PRJ-00825,Port development project 825,Shipping,Port development,11.74,3.11,26.5,2025-01-06,2031-11-01,83,20,19.5,6,23,0
PRJ-00826,Smart city infra project 826,Housing & Urban Affairs,Smart city infra,283.48,166.97,58.9,2022-06-19,2028-06-17,73,51,79.7,0,0,0
PRJ-00827,Port development project 827,Shipping,Port development,28.98,24.26,83.7,2024-01-25,2028-05-03,52,32,79.5,9,13,0
PRJ-00828,Thermal power project 828,Power,Thermal power,286.32,170.93,59.7,2023-08-08,2030-03-04,80,37,45.8,2,4,0
PRJ-00829,Smart city infra project 829,Housing & Urban Affairs,Smart city infra,372.25,330.56,88.8,2023-02-12,2027-10-19,57,43,86.0,21,1,0
PRJ-00830,Irrigation canals project 830,Agriculture,Irrigation canals,180.16,173.49,96.3,2021-11-06,2025-07-18,45,59,98.0,13,6,0
PRJ-00831,Steel plant expansion project 831,Steel,Steel plant expansion,24.86,12.9,51.9,2023-06-19,2026-06-03,36,39,39.6,11,10,1
PRJ-00832,Irrigation project 832,Jal Shakti,Irrigation,47.55,22.54,47.4,2024-08-12,2031-06-07,83,25,33.7,0,3,0
PRJ-00833,Urban housing project 833,Housing & Urban Affairs,Urban housing,51.84,29.96,57.8,2024-12-01,2029-01-09,50,21,55.7,1,7,0
PRJ-00834,Urban housing project 834,Housing & Urban Affairs,Urban housing,8.23,7.92,96.2,2022-03-24,2025-05-07,38,54,98.0,6,10,0
PRJ-00835,Airport terminals project 835,Civil Aviation,Airport terminals,24.45,11.81,48.3,2024-05-26,2030-05-25,73,28,40.6,1,1,0
PRJ-00836,Rural roads project 836,Rural Development,Rural roads,103.29,91.93,89.0,2023-01-14,2026-11-24,47,44,98.0,1,7,0
PRJ-00837,Urban housing project 837,Housing & Urban Affairs,Urban housing,46.65,14.46,31.0,2025-06-30,2032-02-24,81,14,27.2,5,33,0
PRJ-00838,Refineries project 838,Petroleum & Natural Gas,Refineries,113.33,92.93,82.0,2021-02-26,2026-04-01,62,67,98.0,6,4,0
PRJ-00839,Rural roads project 839,Rural Development,Rural roads,6.37,2.35,36.9,2020-10-28,2023-04-16,30,71,46.2,26,0,1
PRJ-00840,Urban housing project 840,Housing & Urban Affairs,Urban housing,49.06,18.1,36.9,2025-12-10,2029-11-19,48,9,28.9,4,6,0
PRJ-00841,Bridges project 841,Road Transport & Highways,Bridges,13.26,2.97,22.4,2024-03-27,2029-10-27,68,30,23.1,11,3,1
PRJ-00842,Mineral exploration project 842,Mines,Mineral exploration,54.37,21.26,39.1,2024-09-27,2030-09-26,73,24,33.7,5,2,0
PRJ-00843,Transmission lines project 843,Power,Transmission lines,20.46,12.69,62.0,2025-01-17,2031-08-14,80,20,61.8,21,28,1
PRJ-00844,Rural water supply project 844,Jal Shakti,Rural water supply,39.65,29.14,73.5,2020-12-12,2027-10-07,83,70,86.5,7,7,0
PRJ-00845,Rural water supply project 845,Jal Shakti,Rural water supply,26.86,18.08,67.3,2025-05-29,2027-06-18,25,15,65.8,2,0,0
PRJ-00846,Steel plant expansion project 846,Steel,Steel plant expansion,275.82,275.82,100.0,2022-01-09,2025-06-22,42,57,98.0,2,28,0
PRJ-00847,Irrigation project 847,Jal Shakti,Irrigation,5.69,1.23,21.6,2025-11-23,2032-05-20,79,9,20.7,3,8,0
PRJ-00848,Irrigation project 848,Jal Shakti,Irrigation,87.4,83.2,95.2,2022-08-08,2025-12-20,41,50,98.0,3,2,0
PRJ-00849,State highways project 849,Road Transport & Highways,State highways,24.69,0.62,2.5,2025-08-13,2030-11-15,64,13,22.3,11,34,0
PRJ-00850,Smart city infra project 850,Housing & Urban Affairs,Smart city infra,18.66,10.43,55.9,2022-02-26,2028-01-26,72,55,80.0,5,27,0
PRJ-00851,Rail track doubling project 851,Railways,Rail track doubling,24.47,10.67,43.6,2022-05-11,2024-09-27,29,52,47.1,2,3,1
PRJ-00852,National highways project 852,Road Transport & Highways,National highways,114.91,89.29,77.7,2020-10-08,2027-07-04,82,72,87.2,5,2,0
PRJ-00853,Thermal power project 853,Power,Thermal power,178.1,72.49,40.7,2023-11-24,2029-10-23,72,34,54.8,7,11,0
PRJ-00854,Airport terminals project 854,Civil Aviation,Airport terminals,58.44,61.36,105.0,2022-07-13,2025-07-27,37,50,98.0,8,1,0
PRJ-00855,Urban housing project 855,Housing & Urban Affairs,Urban housing,17.34,11.2,64.6,2024-05-18,2028-04-27,48,28,72.1,23,8,0
PRJ-00856,Mineral exploration project 856,Mines,Mineral exploration,231.46,100.22,43.3,2025-11-05,2027-09-26,23,10,49.2,16,17,0
PRJ-00857,Mineral exploration project 857,Mines,Mineral exploration,41.04,23.8,58.0,2022-12-17,2026-04-30,41,45,41.6,17,7,1
PRJ-00858,Optical fibre network project 858,Telecommunications,Optical fibre network,149.25,77.31,51.8,2022-01-14,2023-05-09,16,56,45.8,9,6,1
PRJ-00859,Thermal power project 859,Power,Thermal power,79.39,37.31,47.0,2023-11-02,2026-08-18,34,34,36.8,2,12,1
PRJ-00860,State highways project 860,Road Transport & Highways,State highways,10.65,4.97,46.7,2021-06-28,2026-08-01,62,63,69.2,7,6,1
PRJ-00861,Airport terminals project 861,Civil Aviation,Airport terminals,166.35,57.39,34.5,2025-02-18,2029-02-27,49,19,48.3,11,32,1
PRJ-00862,State highways project 862,Road Transport & Highways,State highways,97.93,8.03,8.2,2026-02-16,2030-03-27,50,7,9.2,2,0,0
PRJ-00863,Solar parks project 863,New & Renewable Energy,Solar parks,49.64,49.94,100.6,2022-10-19,2024-11-07,25,47,98.0,21,5,0
PRJ-00864,Smart city infra project 864,Housing & Urban Affairs,Smart city infra,38.62,18.31,47.4,2024-08-01,2030-05-02,70,25,35.2,1,5,0
PRJ-00865,Mineral exploration project 865,Mines,Mineral exploration,25.29,11.76,46.5,2023-02-18,2029-08-15,79,43,52.6,2,8,0
PRJ-00866,Airport terminals project 866,Civil Aviation,Airport terminals,40.52,27.47,67.8,2021-03-11,2023-07-29,29,67,51.6,0,20,1
PRJ-00867,Port development project 867,Shipping,Port development,54.13,40.98,75.7,2023-07-22,2027-05-02,46,38,79.2,0,13,0
PRJ-00868,Transmission lines project 868,Power,Transmission lines,154.71,162.45,105.0,2021-08-23,2023-10-12,26,61,98.0,7,7,0
PRJ-00869,Smart city infra project 869,Housing & Urban Affairs,Smart city infra,940.71,240.82,25.6,2025-04-08,2031-01-07,70,17,21.5,12,32,0
PRJ-00870,Mineral exploration project 870,Mines,Mineral exploration,439.94,358.99,81.6,2024-09-26,2027-08-12,35,24,82.0,0,8,0
PRJ-00871,National highways project 871,Road Transport & Highways,National highways,64.2,25.68,40.0,2022-01-18,2026-07-26,55,56,32.5,5,27,1
PRJ-00872,Urban housing project 872,Housing & Urban Affairs,Urban housing,919.2,342.86,37.3,2022-12-30,2025-12-14,36,45,36.4,12,8,1
PRJ-00873,Thermal power project 873,Power,Thermal power,42.64,33.13,77.7,2022-10-02,2027-12-05,63,48,75.8,3,8,0
PRJ-00874,Gas pipelines project 874,Petroleum & Natural Gas,Gas pipelines,98.12,86.15,87.8,2023-04-16,2027-08-23,53,41,75.6,8,17,0
PRJ-00875,Bridges project 875,Road Transport & Highways,Bridges,28.86,24.27,84.1,2023-12-07,2025-11-26,24,33,68.7,8,4,1
PRJ-00876,Thermal power project 876,Power,Thermal power,89.28,63.75,71.4,2020-09-03,2023-01-21,29,73,68.2,1,0,1
PRJ-00877,Airport terminals project 877,Civil Aviation,Airport terminals,113.55,85.84,75.6,2024-05-13,2027-11-24,43,28,71.0,0,3,0
PRJ-00878,National highways project 878,Road Transport & Highways,National highways,125.46,63.61,50.7,2024-09-18,2029-09-22,61,24,43.0,4,2,0
PRJ-00879,Irrigation project 879,Jal Shakti,Irrigation,214.49,162.8,75.9,2023-09-04,2027-06-15,46,36,58.2,13,28,1
PRJ-00880,Smart city infra project 880,Housing & Urban Affairs,Smart city infra,75.4,22.02,29.2,2024-06-26,2025-07-21,13,27,29.5,16,3,1
PRJ-00881,Rural water supply project 881,Jal Shakti,Rural water supply,110.77,99.91,90.2,2022-07-07,2027-04-12,58,51,85.4,2,7,0
PRJ-00882,Irrigation project 882,Jal Shakti,Irrigation,147.81,59.27,40.1,2025-10-30,2028-01-18,27,10,44.8,7,3,0
PRJ-00883,Coal mining infra project 883,Coal,Coal mining infra,81.19,71.37,87.9,2024-06-16,2027-02-01,32,27,98.0,11,17,0
PRJ-00884,Refineries project 884,Petroleum & Natural Gas,Refineries,44.02,24.34,55.3,2022-05-01,2028-07-28,76,53,59.3,13,10,0
PRJ-00885,Urban housing project 885,Housing & Urban Affairs,Urban housing,30.27,29.91,98.8,2022-04-23,2024-07-11,27,53,98.0,7,23,0
PRJ-00886,Mineral exploration project 886,Mines,Mineral exploration,7.49,7.86,105.0,2021-01-15,2025-01-24,49,69,98.0,2,16,0
PRJ-00887,Rural roads project 887,Rural Development,Rural roads,62.1,51.67,83.2,2022-09-25,2026-01-07,40,48,98.0,38,3,0
PRJ-00888,Irrigation project 888,Jal Shakti,Irrigation,403.89,225.37,55.8,2020-10-23,2023-03-12,29,71,48.3,11,5,1
PRJ-00889,Airport terminals project 889,Civil Aviation,Airport terminals,1714.09,299.97,17.5,2025-04-27,2031-01-26,70,16,17.3,6,20,0
PRJ-00890,Steel plant expansion project 890,Steel,Steel plant expansion,16.29,9.46,58.1,2024-01-31,2029-06-03,65,32,53.0,11,1,0
PRJ-00891,Optical fibre network project 891,Telecommunications,Optical fibre network,18.01,3.39,18.8,2021-01-22,2026-12-22,72,68,33.7,21,5,1
